Time,Temp,Tr1,Tr2,Tr3,pH
9/16/2024 0:00,60.40136042,7.604773256166703,5.061737717569509,4.130947381696595,6.99035755
9/16/2024 1:00,60.93420559,7.216679315004228,6.938563685115975,4.875268059423738,7.295745535
9/16/2024 2:00,53.69708911,2.6625474224963015,3.1563767211067146,3.291096220685076,3.447405921
9/16/2024 3:00,69.39169256,16.343398147612596,15.018344498350208,17.07792521957476,11.61520342
9/16/2024 4:00,65.50265647,8.274147606100176,7.814197810858536,15.919390666770234,9.953353662
9/16/2024 5:00,68.78997883,9.063584311513889,11.604653468570737,5.917791692089937,12.33808237
9/16/2024 6:00,67.89654701,8.342779151688855,10.704230016866747,12.086059486629805,11.03556241
9/16/2024 7:00,61.95799958,4.281175499844334,12.610026424403216,8.212474352021356,8.107774983
9/16/2024 8:00,68.4374847,10.027925884244535,12.797105036749311,6.742482845079984,11.18151939
9/16/2024 9:00,51.76985004,1.5575032894288807,1.3889497953112404,1.976020214089938,1.925539413
9/16/2024 10:00,53.91965725,5.0325553112726,4.738399523720006,4.8247908118172145,3.946571686
9/16/2024 11:00,50.90454578,1.4384464299374264,1.408385070042401,2.8491417216974897,2.482387994
9/16/2024 12:00,56.50660662,6.670812991512385,7.078735414612117,9.870634205443796,6.484924364
9/16/2024 13:00,57.77354579,5.127016087402558,7.909730096198329,5.3483997420510425,5.790592415
9/16/2024 14:00,55.42698064,7.879234422146256,4.4524523575758375,5.428485198878824,4.864263989
9/16/2024 15:00,66.57475018,9.15045576484058,4.844648468377004,11.78200332344781,10.27001921
9/16/2024 16:00,57.13506653,0.06752875835505386,5.965178907962238,7.476056578387162,4.983194248
9/16/2024 17:00,55.61869019,5.1450026345597415,5.389558872081736,0.4632772204992077,5.380756504
9/16/2024 18:00,60.85392166,10.850628416155041,9.462671714811613,10.462799121004265,7.802927348
9/16/2024 19:00,52.8184845,3.9387849170487246,4.713876980257028,0.8204913897519119,3.804758223
9/16/2024 20:00,66.04393962,9.14452952081819,5.253953802740705,10.614499890736418,9.56727608
9/16/2024 21:00,51.49101287,6.089571204939942,3.173993101917352,3.631312608957065,3.446903592
9/16/2024 22:00,52.73773873,5.518529001111991,8.394625227613565,9.340643448293589,6.167943835
9/16/2024 23:00,53.44489539,4.372033707899243,8.055262429457976,3.620988413349002,6.01587624
9/17/2024 0:00,53.97431363,8.08733166712382,5.574595781906193,1.3946851691579554,5.082384628
